order_id,order_date,category,unit_price,quantity,total_amount,customer_segment,customer_age,sales_channel,region,discount_applied
ORD_000030,2025-01-15,Books,13.36,2,26.71,Premium,19,Store,Central,0.1
ORD_000031,2025-02-22,Clothing,125.92,1,125.92,Premium,32,Store,North,0.0
ORD_000032,2023-09-06,Home & Garden,41.96,2,83.92,Premium,31,Store,Central,0.15
ORD_000033,2023-12-18,Beauty,141.29,2,355.19,Regular,48,Online,South,0.0
ORD_000034,2024-09-24,Clothing,36.98,1,36.98,Regular,40,Store,West,0.0
ORD_000035,2024-09-28,Books,44.55,1,44.55,Regular,21,Mobile App,West,0.0
ORD_000036,2024-07-17,Electronics,454.65,1,454.65,Regular,26,Store,West,0.15
ORD_000037,2024-02-08,Home & Garden,239.37,1,239.37,Regular,22,Online,West,0.0
ORD_000038,2025-02-18,Electronics,148.65,1,148.65,VIP,71,Mobile App,North,0.0
ORD_000039,2023-11-08,Clothing,49.94,2,127.88,Premium,31,Mobile App,West,0.0
ORD_000040,2024-01-20,Books,10.09,1,10.09,Premium,68,Store,West,0.0
ORD_000041,2024-05-23,Books,37.86,3,113.59,Premium,68,Online,Central,0.0
ORD_000042,2025-06-12,Beauty,76.67,1,76.67,Regular,21,Online,Central,0.05
ORD_000043,2025-02-10,Electronics,1206.84,3,3620.53,Premium,48,Online,Central,0.2
ORD_000044,2025-01-29,Clothing,30.24,2,60.48,Regular,72,Online,South,0.0
ORD_000045,2023-10-14,Sports,43.69,1,43.69,Regular,43,Mobile App,North,0.0
ORD_000046,2025-03-10,Clothing,124.21,1,124.21,Regular,44,Store,Central,0.0
ORD_000047,2025-03-05,Sports,100.8,1,100.8,VIP,33,Mobile App,East,0.1
ORD_000048,2024-09-13,Clothing,126.81,1,126.81,Regular,66,Online,North,0.1
ORD_000049,2023-08-14,Books,34.85,1,34.85,Regular,24,Store,North,0.0
ORD_000050,2025-02-05,Clothing,99.95,2,199.91,Regular,74,Online,North,0.1
ORD_000051,2024-04-11,Home & Garden,153.22,4,612.88,Regular,52,Online,East,0.0
ORD_000052,2025-04-22,Beauty,86.41,1,86.41,VIP,53,Online,East,0.0
ORD_000053,2025-06-14,Electronics,1880.91,2,3761.83,Premium,74,Online,North,0.0
ORD_000054,2025-02-21,Clothing,69.02,2,138.05,Regular,63,Store,East,0.0
ORD_000055,2024-02-29,Beauty,85.53,2,171.06,Regular,34,Online,North,0.15
ORD_000056,2023-11-07,Beauty,72.18,3,265.8,Regular,39,Online,South,0.0
ORD_000057,2024-04-29,Clothing,153.42,1,153.42,Regular,45,Store,Central,0.0
ORD_000058,2023-08-14,Electronics,196.73,1,196.73,Regular,75,Online,South,0.0
ORD_000059,2025-02-13,Electronics,1677.46,2,3354.92,Regular,27,Store,West,0.0
ORD_000060,2023-12-13,Electronics,651.1,1,833.27,VIP,68,Online,North,0.0
ORD_000061,2024-03-07,Beauty,38.95,1,38.95,Regular,74,Mobile App,West,0.2
ORD_000062,2025-05-01,Beauty,35.86,3,107.59,Regular,73,Store,South,0.0
ORD_000063,2024-02-02,Books,10.99,3,32.97,Regular,39,Store,West,0.0
ORD_000064,2025-06-20,Beauty,124.45,1,124.45,Regular,42,Mobile App,North,0.0
ORD_000065,2024-11-28,Clothing,55.92,4,282.77,Premium,40,Online,East,0.0
ORD_000066,2024-03-25,Clothing,21.83,1,21.83,Premium,35,Mobile App,North,0.1
ORD_000067,2024-05-16,Home & Garden,326.12,3,978.36,Premium,71,Store,Central,0.0
ORD_000068,2024-07-09,Electronics,274.92,1,274.92,Regular,29,Mobile App,Central,0.0
ORD_000069,2024-05-02,Electronics,261.38,2,522.77,Regular,64,Online,East,0.0
ORD_000070,2024-10-24,Sports,236.53,2,473.06,Regular,30,Online,East,0.2
ORD_000071,2023-09-19,Beauty,73.87,2,147.74,Premium,69,Store,Central,0.0
ORD_000072,2025-07-08,Beauty,141.94,1,141.94,Premium,30,Online,East,0.0
ORD_000073,2024-10-19,Electronics,1900.31,1,1900.31,Premium,57,Store,East,0.0
ORD_000074,2025-06-14,Electronics,1453.52,3,4360.56,Premium,37,Store,West,0.0
ORD_000075,2024-07-04,Books,37.89,1,37.89,Regular,30,Online,West,0.0
ORD_000076,2025-06-15,Books,37.09,1,37.09,VIP,57,Online,Central,0.0
ORD_000077,2024-06-08,Books,28.73,3,86.18,Premium,31,Store,West,0.1
ORD_000078,2025-03-20,Sports,205.04,2,410.09,Regular,46,Store,South,0.0
ORD_000079,2025-01-09,Books,41.75,1,41.75,Premium,65,Online,South,0.0
ORD_000080,2025-06-09,Electronics,603.38,1,603.38,Premium,57,Online,East,0.0
ORD_000081,2023-11-08,Clothing,134.05,4,594.77,VIP,27,Mobile App,North,0.05
ORD_000082,2024-12-03,Sports,219.88,1,250.41,Regular,74,Mobile App,Central,0.15
ORD_000083,2025-07-18,Books,29.78,1,29.78,VIP,75,Mobile App,North,0.0
ORD_000084,2024-10-13,Clothing,51.66,3,154.98,Regular,51,Online,West,0.0
ORD_000085,2023-09-25,Sports,93.53,3,280.59,Regular,47,Online,South,0.0
ORD_000086,2024-11-22,Beauty,86.7,2,211.99,VIP,38,Store,West,0.0
ORD_000087,2025-01-02,Books,43.22,2,86.45,Regular,75,Store,South,0.0
ORD_000088,2024-12-03,Books,18.33,5,109.7,Regular,67,Store,Central,0.1
ORD_000089,2024-04-05,Home & Garden,228.34,3,685.01,Premium,33,Store,East,0.0
ORD_000090,2024-07-13,Home & Garden,425.71,2,851.42,Regular,32,Online,West,0.05
ORD_000091,2025-07-15,Clothing,125.08,3,420.23,Premium,39,Mobile App,Central,0.15
ORD_000092,2023-10-07,Clothing,169.92,4,679.68,Regular,67,Store,Central,0.0
ORD_000093,2025-07-17,Electronics,1720.63,3,5161.88,Premium,42,Store,West,0.0
ORD_000094,2023-08-11,Home & Garden,159.83,3,479.48,Premium,75,Online,West,0.0
ORD_000095,2025-02-06,Beauty,114.18,1,114.18,Regular,75,Store,South,0.0
ORD_000096,2024-12-16,Clothing,69.13,1,85.29,Regular,42,Store,East,0.0
ORD_000097,2024-09-22,Beauty,37.28,1,37.28,Regular,26,Online,Central,0.0
ORD_000098,2025-02-01,Electronics,1818.51,1,1818.51,Premium,60,Online,North,0.0
ORD_000099,2023-10-29,Beauty,72.86,1,72.86,Regular,29,Store,North,0.0
ORD_000100,2024-04-27,Books,23.09,1,23.09,Premium,39,Online,West,0.0
ORD_000101,2024-05-15,Books,20.09,1,20.09,Regular,65,Store,Central,0.0
ORD_000102,2023-09-27,Home & Garden,123.75,2,247.5,Premium,66,Mobile App,North,0.0
ORD_000103,2024-04-14,Clothing,171.06,2,342.12,Regular,33,Store,South,0.0
ORD_000104,2024-12-01,Beauty,30.44,1,38.16,Regular,47,Online,East,0.0
ORD_000105,2024-01-23,Sports,191.99,1,191.99,VIP,25,Mobile App,South,0.0
ORD_000106,2024-06-18,Electronics,1178.44,2,2356.87,Regular,54,Online,West,0.0
ORD_000107,2024-09-14,Beauty,41.77,1,41.77,Regular,71,Store,South,0.0
ORD_000108,2023-11-17,Beauty,119.28,2,300.42,Premium,56,Online,North,0.0
ORD_000109,2025-03-06,Electronics,727.05,4,2908.19,Premium,41,Store,North,0.0
ORD_000110,2025-01-04,Beauty,61.07,2,122.13,Regular,70,Online,West,0.0
ORD_000111,2023-11-21,Books,48.43,1,60.13,Premium,71,Online,West,0.0
ORD_000112,2024-10-23,Clothing,152.08,1,152.08,Regular,35,Online,Central,0.0
ORD_000113,2025-02-06,Books,28.59,3,85.78,Premium,55,Store,East,0.0
ORD_000114,2024-06-30,Clothing,144.1,1,163.62,Regular,33,Store,West,0.15
ORD_000115,2025-06-19,Books,23.46,1,23.46,Regular,38,Online,South,0.0
ORD_000116,2024-12-16,Clothing,75.48,2,187.23,Premium,74,Online,Central,0.1
ORD_000117,2024-05-13,Sports,27.79,1,27.79,Premium,23,Store,South,0.0
ORD_000118,2024-09-24,Books,27.38,3,82.13,Premium,59,Online,West,0.15
ORD_000119,2024-11-05,Electronics,219.88,1,258.1,Premium,37,Online,Central,0.05
ORD_000120,2025-02-21,Sports,119.53,2,239.07,VIP,53,Store,East,0.0
ORD_000121,2024-07-30,Beauty,76.26,1,76.26,Premium,32,Store,North,0.0
ORD_000122,2024-02-18,Home & Garden,72.98,2,145.97,VIP,66,Online,South,0.0
ORD_000123,2024-02-17,Clothing,122.36,4,489.44,VIP,66,Online,Central,0.2
ORD_000124,2025-04-07,Home & Garden,490.55,1,490.55,Regular,36,Online,South,0.0
ORD_000125,2024-08-08,Clothing,74.41,1,78.64,Premium,26,Online,East,0.0
ORD_000126,2023-09-29,Sports,105.34,1,105.34,Premium,58,Online,West,0.0
ORD_000127,2023-11-18,Electronics,1169.43,3,3988.46,Regular,46,Online,East,0.0
ORD_000128,2023-09-26,Home & Garden,471.42,2,942.83,Premium,70,Mobile App,North,0.0
ORD_000129,2024-09-18,Books,12.96,2,25.93,Premium,21,Online,South,0.0
ORD_000130,2024-01-04,Sports,271.71,1,271.71,Premium,25,Mobile App,Central,0.05
ORD_000131,2024-10-04,Sports,188.93,5,944.67,Regular,67,Online,Central,0.0
ORD_000132,2024-08-28,Books,37.07,3,111.22,Regular,45,Mobile App,East,0.2
ORD_000133,2025-03-09,Sports,41.56,3,124.69,Regular,24,Store,South,0.0
ORD_000134,2025-05-06,Clothing,64.25,3,192.76,Regular,29,Mobile App,Central,0.05
ORD_000135,2023-10-20,Clothing,20.48,2,40.96,Premium,56,Online,West,0.0
ORD_000136,2024-05-29,Electronics,501.38,3,1504.14,Regular,62,Online,West,0.0
ORD_000137,2023-10-16,Beauty,37.21,4,148.84,Regular,60,Online,South,0.2
ORD_000138,2024-10-13,Electronics,1111.9,4,4447.59,VIP,35,Store,South,0.0
ORD_000139,2023-10-17,Electronics,373.55,2,747.1,Regular,65,Online,Central,0.0
ORD_000140,2024-05-26,Books,14.97,1,14.97,Premium,62,Store,West,0.0
ORD_000141,2024-05-09,Sports,173.49,3,520.48,Premium,56,Online,North,0.0
ORD_000142,2024-10-20,Beauty,58.51,1,58.51,Regular,32,Store,Central,0.0
ORD_000143,2025-03-28,Electronics,1999.17,1,1999.17,Premium,35,Online,Central,0.0
ORD_000144,2023-09-15,Clothing,104.69,1,104.69,Regular,35,Store,South,0.0
ORD_000145,2025-03-26,Books,35.39,2,70.78,Regular,23,Online,West,0.0
ORD_000146,2024-07-26,Books,23.33,2,46.66,Regular,72,Mobile App,South,0.0
ORD_000147,2024-07-07,Books,32.08,2,64.17,Regular,70,Online,Central,0.15
ORD_000148,2023-09-11,Books,13.52,5,67.61,Regular,67,Online,West,0.0
ORD_000149,2025-01-12,Electronics,1332.44,3,3997.31,VIP,44,Mobile App,North,0.0
ORD_000150,2024-02-13,Sports,124.49,3,373.47,Regular,58,Online,West,0.0
ORD_000151,2023-09-26,Clothing,61.26,3,183.79,Regular,46,Online,West,0.1
ORD_000152,2023-12-07,Electronics,1947.64,4,9053.78,Regular,33,Store,South,0.0
ORD_000153,2023-08-19,Sports,137.2,1,157.39,Regular,47,Online,North,0.0
ORD_000154,2024-01-09,Books,42.58,1,42.58,Regular,44,Store,West,0.1
ORD_000155,2024-11-30,Clothing,97.11,2,242.63,Regular,56,Mobile App,Central,0.05
ORD_000156,2023-12-22,Electronics,588.68,1,757.55,Regular,44,Mobile App,East,0.0
ORD_000157,2025-01-05,Home & Garden,371.67,1,371.67,VIP,71,Online,Central,0.1
ORD_000158,2025-03-20,Beauty,64.88,4,259.52,Regular,48,Mobile App,East,0.2
ORD_000159,2024-07-10,Sports,234.79,2,562.14,VIP,38,Online,South,0.0
ORD_000160,2024-04-05,Sports,130.32,2,260.63,VIP,44,Store,North,0.0
ORD_000161,2024-06-25,Beauty,78.85,2,157.7,Premium,42,Store,West,0.0
ORD_000162,2025-06-14,Beauty,147.41,2,294.82,Regular,20,Mobile App,South,0.0
ORD_000163,2024-12-31,Sports,98.85,1,126.74,Regular,24,Mobile App,Central,0.15
ORD_000164,2023-08-20,Beauty,34.46,3,103.38,Regular,27,Store,North,0.0
ORD_000165,2024-11-27,Home & Garden,179.2,1,227.65,Regular,59,Store,North,0.0
ORD_000166,2025-06-25,Sports,129.5,1,152.92,Regular,63,Online,West,0.0
ORD_000167,2023-09-10,Sports,43.82,5,219.08,VIP,36,Store,South,0.0
ORD_000168,2023-11-05,Books,49.13,2,116.81,Regular,63,Mobile App,North,0.0
ORD_000169,2025-07-15,Home & Garden,453.16,2,906.32,Regular,36,Mobile App,East,0.0
ORD_000170,2024-08-22,Books,15.82,3,47.47,VIP,54,Store,South,0.0
ORD_000171,2024-01-26,Clothing,34.21,2,68.43,Regular,57,Mobile App,South,0.0
ORD_000172,2024-12-26,Sports,64.36,3,222.24,Regular,34,Online,West,0.0
ORD_000173,2023-08-14,Books,46.05,1,46.05,Premium,28,Mobile App,North,0.0
ORD_000174,2024-10-30,Home & Garden,419.91,1,419.91,Regular,62,Online,East,0.15
ORD_000175,2024-11-14,Home & Garden,111.62,4,512.31,Premium,48,Mobile App,North,0.0
ORD_000176,2025-03-12,Home & Garden,293.78,1,293.78,Regular,36,Online,North,0.0
ORD_000177,2025-06-09,Books,20.98,1,20.98,Premium,61,Mobile App,North,0.0
ORD_000178,2025-04-16,Beauty,82.06,5,410.29,VIP,36,Store,South,0.0
ORD_000179,2025-04-17,Home & Garden,109.1,3,327.29,VIP,61,Mobile App,South,0.1
ORD_000180,2025-05-09,Electronics,1811.64,1,1811.64,Regular,37,Online,West,0.0
ORD_000181,2023-09-08,Sports,112.8,4,451.21,Premium,38,Online,West,0.1
ORD_000182,2024-01-31,Clothing,43.79,2,87.58,Premium,41,Online,Central,0.0
ORD_000183,2024-12-30,Home & Garden,355.11,1,443.65,Premium,69,Store,East,0.15
ORD_000184,2024-07-16,Electronics,915.08,3,2745.25,Regular,73,Mobile App,West,0.05
ORD_000185,2025-02-25,Home & Garden,58.8,2,117.59,Regular,34,Mobile App,Central,0.0
ORD_000186,2023-12-09,Books,24.74,1,29.1,Regular,34,Online,Central,0.0
ORD_000187,2025-05-19,Home & Garden,67.55,3,202.64,Premium,57,Store,Central,0.0
ORD_000188,2024-07-05,Sports,72.99,1,83.75,Regular,62,Online,East,0.15
ORD_000189,2023-12-02,Clothing,23.94,1,27.46,Regular,25,Online,North,0.15
ORD_000190,2025-02-05,Clothing,89.96,1,89.96,VIP,65,Online,Central,0.0
ORD_000191,2024-10-07,Sports,194.76,2,389.51,Premium,59,Online,North,0.15
ORD_000192,2024-12-18,Sports,137.23,2,313.84,Premium,20,Mobile App,East,0.0
ORD_000193,2024-11-02,Clothing,156.58,1,174.14,VIP,52,Store,East,0.1
ORD_000194,2024-05-13,Clothing,194.28,1,194.28,Regular,70,Mobile App,West,0.0
ORD_000195,2023-11-06,Beauty,43.63,1,54.86,Regular,19,Store,North,0.0
ORD_000196,2024-04-10,Clothing,129.32,1,129.32,Regular,31,Online,Central,0.2
ORD_000197,2024-03-13,Clothing,63.31,1,63.31,Regular,18,Online,East,0.2
ORD_000198,2023-12-31,Clothing,117.24,2,264.11,Regular,25,Online,North,0.0
ORD_000199,2024-08-05,Clothing,113.39,3,395.04,Regular,21,Store,South,0.1
ORD_000200,2025-01-24,Electronics,1504.05,1,1504.05,Regular,67,Online,East,0.0
ORD_000201,2025-01-11,Sports,54.99,1,54.99,Regular,57,Online,North,0.0
ORD_000202,2025-06-09,Sports,107.95,1,129.52,Regular,19,Store,North,0.0
ORD_000203,2024-09-19,Books,37.44,1,37.44,Regular,46,Store,North,0.0
ORD_000204,2023-10-26,Home & Garden,279.02,2,558.04,Regular,57,Store,Central,0.1
ORD_000205,2025-02-16,Beauty,58.9,2,117.8,Regular,51,Mobile App,East,0.0
ORD_000206,2024-11-11,Sports,191.49,4,952.99,Regular,72,Online,Central,0.0
ORD_000207,2024-03-12,Books,25.26,3,75.77,Premium,70,Online,West,0.1
ORD_000208,2024-09-16,Books,39.18,1,39.18,Regular,38,Store,East,0.0
ORD_000209,2024-08-22,Clothing,143.63,2,305.64,Regular,23,Store,North,0.0
ORD_000210,2023-11-11,Beauty,114.74,2,279.34,Regular,53,Online,North,0.0
ORD_000211,2025-03-02,Sports,104.09,2,208.17,Premium,73,Store,West,0.1
ORD_000212,2023-09-26,Home & Garden,306.2,2,612.4,Regular,54,Online,Central,0.0
ORD_000213,2024-03-09,Clothing,138.21,2,276.43,Regular,40,Online,Central,0.0
ORD_000214,2024-08-15,Electronics,1537.08,1,1537.08,Regular,69,Online,West,0.0
ORD_000215,2025-03-01,Sports,193.73,1,193.73,Regular,19,Online,Central,0.0
ORD_000216,2025-06-08,Beauty,45.99,3,137.98,Regular,39,Store,East,0.1
ORD_000217,2023-08-11,Clothing,176.58,3,567.49,Regular,43,Online,North,0.0
ORD_000218,2025-05-14,Electronics,228.93,2,457.85,Regular,42,Store,West,0.0
ORD_000219,2024-11-11,Home & Garden,91.34,1,111.37,Regular,38,Online,Central,0.0
ORD_000220,2023-09-27,Clothing,48.33,1,48.33,Premium,61,Store,North,0.0
ORD_000221,2024-05-09,Books,36.48,1,36.48,VIP,46,Store,West,0.0
ORD_000222,2024-05-10,Clothing,132.51,1,132.51,Regular,25,Online,East,0.15
ORD_000223,2025-06-29,Beauty,95.07,1,95.07,Regular,37,Online,North,0.0
ORD_000224,2024-03-17,Books,46.91,1,46.91,Regular,37,Mobile App,South,0.05
ORD_000225,2023-12-23,Home & Garden,132.07,1,149.92,Regular,65,Online,West,0.15
ORD_000226,2024-08-28,Sports,218.51,5,1158.99,Regular,71,Online,East,0.0
ORD_000227,2023-09-17,Books,10.75,4,43.0,Premium,73,Mobile App,East,0.0
ORD_000228,2025-03-16,Books,32.94,1,32.94,Regular,44,Store,East,0.0
ORD_000229,2023-11-30,Books,10.83,4,51.66,Regular,69,Store,Central,0.0
ORD_000230,2025-07-11,Home & Garden,57.74,1,57.74,Premium,33,Online,West,0.0
ORD_000231,2025-03-30,Books,30.96,1,30.96,Regular,37,Store,East,0.0
ORD_000232,2024-03-18,Home & Garden,392.87,1,392.87,Regular,51,Store,Central,0.0
ORD_000233,2024-02-19,Home & Garden,185.28,1,185.28,Regular,59,Online,South,0.0
ORD_000234,2024-04-02,Electronics,268.45,1,268.45,Regular,27,Online,North,0.2
ORD_000235,2024-02-02,Beauty,81.71,1,81.71,Regular,66,Online,Central,0.0
ORD_000236,2024-11-06,Beauty,139.76,5,813.86,Regular,58,Mobile App,Central,0.0
ORD_000237,2025-05-08,Home & Garden,74.98,1,74.98,Premium,58,Store,East,0.15
ORD_000238,2024-05-12,Sports,40.45,2,80.89,Regular,37,Online,West,0.0
ORD_000239,2024-11-09,Electronics,160.94,1,196.82,VIP,22,Mobile App,North,0.0
ORD_000240,2025-01-05,Books,28.51,4,114.03,Regular,68,Store,North,0.0
ORD_000241,2024-11-07,Sports,204.26,4,923.37,Regular,48,Online,Central,0.0
ORD_000242,2023-10-07,Books,14.14,2,28.28,Regular,39,Mobile App,North,0.0
ORD_000243,2025-01-02,Beauty,32.55,1,32.55,Premium,46,Online,Central,0.15
ORD_000244,2025-01-21,Sports,68.66,1,68.66,Regular,36,Mobile App,West,0.0
ORD_000245,2024-09-26,Home & Garden,309.84,2,619.68,Regular,22,Online,East,0.1
ORD_000246,2023-11-09,Sports,169.24,3,592.36,Regular,73,Mobile App,South,0.2
ORD_000247,2025-03-23,Beauty,34.09,1,34.09,Regular,59,Store,West,0.0
ORD_000248,2023-12-15,Sports,175.94,1,222.15,Premium,42,Store,East,0.2
ORD_000249,2025-06-21,Beauty,126.91,1,126.91,Premium,61,Online,Central,0.0
ORD_000250,2023-11-08,Beauty,105.51,2,245.16,VIP,19,Store,East,0.0
ORD_000251,2024-03-11,Home & Garden,474.62,1,474.62,VIP,32,Store,South,0.0
ORD_000252,2024-01-10,Electronics,626.79,1,626.79,Regular,50,Store,Central,0.0
ORD_000253,2025-01-25,Electronics,1340.76,2,2681.52,Regular,57,Mobile App,South,0.0
ORD_000254,2025-04-07,Books,12.94,3,38.81,Regular,69,Online,South,0.2
ORD_000255,2024-10-26,Electronics,851.17,1,851.17,Premium,33,Online,West,0.0
ORD_000256,2025-04-21,Home & Garden,379.91,2,759.82,Premium,32,Mobile App,Central,0.0
ORD_000257,2024-04-05,Home & Garden,483.31,1,483.31,Premium,75,Online,South,0.0
ORD_000258,2024-08-15,Beauty,142.86,3,428.59,Regular,47,Online,East,0.0
ORD_000259,2024-08-30,Sports,170.05,3,596.98,Regular,70,Online,South,0.0
ORD_000260,2023-12-24,Home & Garden,40.31,2,103.74,Premium,41,Store,Central,0.0
ORD_000261,2025-08-02,Sports,246.12,2,583.69,Regular,35,Online,West,0.05
ORD_000262,2024-01-02,Books,13.67,1,13.67,Regular,70,Mobile App,West,0.0
ORD_000263,2024-07-27,Electronics,859.05,2,1718.1,Regular,41,Store,South,0.0
ORD_000264,2024-09-03,Electronics,781.08,4,3124.32,Regular,71,Store,East,0.0
ORD_000265,2024-01-01,Clothing,26.89,2,53.79,Premium,48,Online,South,0.0
ORD_000266,2025-07-27,Books,27.94,3,83.83,VIP,19,Store,East,0.0
ORD_000267,2024-03-12,Clothing,118.78,2,237.57,VIP,51,Store,West,0.0
ORD_000268,2023-11-26,Home & Garden,123.74,1,147.43,Regular,44,Store,Central,0.05
ORD_000269,2023-11-26,Books,27.1,1,33.7,Premium,54,Mobile App,South,0.2
ORD_000270,2024-05-29,Books,10.06,4,40.25,Regular,54,Online,West,0.0
ORD_000271,2024-02-12,Beauty,105.21,5,526.05,Premium,41,Online,North,0.0
ORD_000272,2025-01-24,Sports,164.52,4,658.06,Premium,53,Store,North,0.0
ORD_000273,2024-09-07,Books,11.74,2,23.48,Regular,41,Online,East,0.0
ORD_000274,2023-08-21,Home & Garden,397.43,1,397.43,Premium,64,Online,North,0.0
ORD_000275,2025-03-22,Beauty,105.44,1,105.44,Regular,52,Store,East,0.1
ORD_000276,2025-05-24,Clothing,169.47,4,677.88,Regular,62,Online,West,0.0
ORD_000277,2025-05-12,Clothing,141.16,2,282.32,Regular,20,Online,East,0.15
ORD_000278,2024-02-27,Electronics,1592.66,1,1592.66,Regular,38,Online,East,0.0
ORD_000279,2025-01-13,Books,49.56,1,49.56,Regular,34,Mobile App,North,0.0
ORD_000280,2025-05-28,Clothing,71.5,1,71.5,Regular,21,Store,East,0.0
ORD_000281,2024-05-10,Electronics,1608.72,1,1608.72,Premium,43,Online,West,0.0
ORD_000282,2024-09-03,Home & Garden,487.26,4,1949.02,Regular,49,Online,East,0.0
ORD_000283,2025-01-17,Home & Garden,403.56,1,403.56,VIP,23,Store,West,0.0
ORD_000284,2025-04-12,Clothing,118.19,2,236.37,Regular,23,Store,East,0.0
ORD_000285,2025-06-11,Home & Garden,163.65,1,163.65,Premium,45,Online,South,0.0
ORD_000286,2025-07-11,Books,21.66,1,21.66,Regular,57,Store,West,0.1
ORD_000287,2024-05-12,Beauty,147.3,2,294.61,Regular,22,Store,West,0.0
ORD_000288,2024-08-11,Sports,245.3,1,288.79,Regular,19,Online,South,0.0
ORD_000289,2025-06-29,Books,10.25,1,10.25,Regular,41,Online,West,0.1
ORD_000290,2025-03-07,Electronics,1229.93,1,1229.93,Premium,41,Mobile App,East,0.0
ORD_000291,2024-11-01,Electronics,1169.15,1,1437.95,Regular,43,Store,East,0.0
ORD_000292,2024-04-16,Electronics,80.42,1,80.42,Regular,42,Online,Central,0.2
ORD_000293,2023-12-03,Home & Garden,390.86,2,904.54,Premium,31,Online,Central,0.0
ORD_000294,2024-12-19,Clothing,42.07,1,53.84,Regular,46,Store,South,0.0
ORD_000295,2024-11-02,Electronics,1630.5,1,2024.93,Regular,38,Store,East,0.0
ORD_000296,2025-02-18,Sports,99.61,1,99.61,Premium,63,Online,South,0.05
ORD_000297,2024-08-09,Sports,86.67,1,94.08,Regular,68,Store,South,0.0
ORD_000298,2024-12-22,Electronics,753.75,3,2546.06,Premium,47,Online,Central,0.0
ORD_000299,2023-11-01,Electronics,653.12,2,1574.19,Regular,64,Online,West,0.0
ORD_000300,2024-09-27,Sports,45.28,3,135.84,Regular,59,Online,North,0.0
ORD_000301,2024-11-07,Books,37.2,1,45.69,Regular,74,Online,Central,0.0
ORD_000302,2024-02-07,Clothing,97.87,2,195.74,Regular,21,Mobile App,North,0.0
ORD_000303,2025-01-16,Clothing,71.01,3,213.02,Regular,40,Online,Central,0.05
ORD_000304,2024-05-21,Electronics,538.68,1,538.68,Regular,53,Online,East,0.0
ORD_000305,2023-12-11,Beauty,55.88,2,136.17,Regular,50,Store,South,0.0
ORD_000306,2025-03-21,Clothing,50.82,1,50.82,Regular,75,Mobile App,Central,0.0
ORD_000307,2024-07-15,Sports,36.33,3,129.94,Regular,23,Mobile App,North,0.0
ORD_000308,2025-03-17,Home & Garden,330.8,1,330.8,Premium,44,Store,Central,0.0
ORD_000309,2025-05-20,Electronics,1021.17,1,1021.17,Regular,36,Online,East,0.0
ORD_000310,2024-12-11,Clothing,164.84,2,367.47,Premium,37,Online,West,0.0
